k,type,score,label
2,Kmeans,0.381215,1
2,Kmeans,0.280741,1
2,Kmeans,0.426715,0
2,Kmeans,0.346775,0
2,Kmeans,0.377356,1
2,Kmeans,0.375213,0
2,Kmeans,0.689615,0
2,Kmeans,0.256079,1
2,Kmeans,0.648265,0
2,Kmeans,0.674515,0
2,Kmeans,0.182768,1
2,Kmeans,0.088073,1
2,Kmeans,-0.007402,1
2,Kmeans,0.492002,0
2,Kmeans,0.652235,0
2,Kmeans,0.337783,1
2,Kmeans,0.249109,1
2,Kmeans,0.661387,0
2,Kmeans,0.174842,1
2,Kmeans,0.373559,1
2,Kmeans,0.683591,0
2,Kmeans,0.686465,0
2,Kmeans,0.67855,0
2,Kmeans,0.664619,0
2,Kmeans,-0.175868,1
2,Kmeans,0.045473,1
2,Kmeans,0.258958,1
2,Kmeans,0.260935,1
2,Kmeans,0.399111,0
2,Kmeans,0.195575,0
2,Kmeans,0.15489,1
2,Kmeans,0.564474,0
2,Kmeans,0.302064,1
2,Kmeans,0.482049,0
2,Kmeans,0.14129,1
2,Kmeans,0.59524,0
2,Kmeans,0.671968,0
2,Kmeans,0.461763,0
2,Kmeans,0.573972,0
2,Kmeans,0.596512,0
2,Kmeans,0.462699,0
2,Kmeans,-0.079484,1
2,Kmeans,0.612061,0
2,Kmeans,0.646743,0
2,Kmeans,0.32161,1
2,Kmeans,0.235483,1
2,Kmeans,0.209537,1
2,Kmeans,0.625741,0
2,Kmeans,0.623932,0
2,Kmeans,0.690604,0
2,Kmeans,0.658646,0
2,Kmeans,0.63552,0
2,Kmeans,0.636841,0
2,Kmeans,0.235496,1
2,Kmeans,0.259266,1
2,Kmeans,0.12004,1
2,Kmeans,0.632021,0
2,Kmeans,0.18909,0
2,Kmeans,0.623438,0
2,Kmeans,0.698034,0
2,Kmeans,0.641104,0
2,Kmeans,0.526508,0
2,Kmeans,-0.127663,1
2,Kmeans,0.115077,1
2,Kmeans,0.671292,0
2,Kmeans,0.267676,1
2,Kmeans,0.058774,1
2,Kmeans,0.27546,0
2,Kmeans,0.573273,0
2,Kmeans,0.67436,0
2,Kmeans,0.70157,0
2,Kmeans,0.557406,0
2,Kmeans,0.638018,0
2,Kmeans,0.663096,0
2,Kmeans,0.6726,0
2,Kmeans,0.664127,0
2,Kmeans,0.666949,0
2,Kmeans,0.695289,0
2,Kmeans,0.183766,1
2,Kmeans,0.579071,0
2,Kmeans,0.284832,0
2,Kmeans,0.654761,0
2,Kmeans,0.027573,1
2,Kmeans,0.643619,0
2,Kmeans,0.209386,1
2,Kmeans,0.705111,0
2,Kmeans,0.355537,0
2,Kmeans,0.622562,0
2,Kmeans,0.630316,0
2,Kmeans,-0.07794,1
2,Kmeans,0.158612,1
2,Kmeans,0.62898,0
2,Kmeans,0.640103,0
2,Kmeans,0.671284,0
2,Kmeans,0.647726,0
2,Kmeans,0.689181,0
2,Kmeans,0.274204,1
2,Kmeans,0.507526,0
2,Kmeans,0.668712,0
2,Kmeans,0.06366,1
2,Kmeans,0.297637,1
2,Kmeans,0.688821,0
2,Kmeans,0.321125,1
2,Kmeans,0.655771,0
2,Kmeans,0.305048,0
2,Kmeans,0.305916,1
2,Kmeans,0.182282,1
2,Kmeans,0.66475,0
2,Kmeans,0.256063,0
2,Kmeans,0.684097,0
2,Kmeans,0.627139,0
2,Kmeans,0.157016,0
2,Kmeans,0.211019,1
2,Kmeans,-0.033428,1
2,Kmeans,0.28489,0
2,Kmeans,0.704068,0
2,Kmeans,0.698495,0
2,Kmeans,0.306648,1
2,Kmeans,0.616332,0
2,Kmeans,0.693397,0
2,Kmeans,0.625272,0
2,Kmeans,0.291292,1
2,Kmeans,0.679827,0
2,Kmeans,0.311912,1
2,Kmeans,0.682973,0
2,Kmeans,0.110696,1
2,Kmeans,0.64553,0
2,Kmeans,0.154127,1
2,Kmeans,0.584384,0
2,Kmeans,0.205225,0
2,Kmeans,0.677189,0
2,Kmeans,0.694139,0
2,Kmeans,0.243171,1
2,Kmeans,0.668792,0
2,Kmeans,0.35755,0
2,Kmeans,0.304822,1
2,Kmeans,0.493449,0
2,Kmeans,0.312476,0
2,Kmeans,0.308355,1
2,Kmeans,0.681485,0
2,Kmeans,0.254766,0
2,Kmeans,0.293748,0
2,Kmeans,0.647088,0
2,Kmeans,0.510311,0
2,Kmeans,0.668772,0
2,Kmeans,0.089493,1
2,Kmeans,0.674552,0
2,Kmeans,0.6645,0
2,Kmeans,0.555905,0
2,Kmeans,0.684319,0
2,Kmeans,0.208313,1
2,Kmeans,0.362141,0
2,Kmeans,0.67841,0
2,Kmeans,0.658134,0
2,Kmeans,0.707731,0
2,Kmeans,0.46653,0
2,Kmeans,0.033795,1
2,Kmeans,0.299426,1
2,Kmeans,0.547904,0
2,Kmeans,0.346833,1
2,Kmeans,-0.001204,1
2,Kmeans,0.66583,0
2,Kmeans,0.267235,1
2,Kmeans,0.297171,1
2,Kmeans,0.614031,0
2,Kmeans,0.145538,1
2,Kmeans,0.268986,0
2,Kmeans,0.016785,1
2,Kmeans,0.22162,1
2,Kmeans,0.358997,1
2,Kmeans,0.342276,1
2,Kmeans,0.135121,1
2,Kmeans,0.386262,1
2,Kmeans,0.286437,0
2,Kmeans,-0.020261,1
2,Kmeans,0.15076,1
2,Kmeans,0.374767,1
2,Kmeans,0.344677,0
2,Kmeans,0.686267,0
2,Kmeans,-0.030862,1
2,Kmeans,0.700059,0
2,Kmeans,0.25256,0
2,Kmeans,0.670052,0
2,Kmeans,0.673176,0
2,Kmeans,0.659395,0
2,Kmeans,0.190466,1
2,Kmeans,0.042324,1
2,Kmeans,0.631749,0
2,Kmeans,0.368085,1
2,Kmeans,0.671083,0
2,Kmeans,0.620143,0
2,Kmeans,0.493222,0
2,Kmeans,0.169435,1
2,Kmeans,0.698228,0
2,Kmeans,0.480327,0
2,Kmeans,0.165012,1
2,Kmeans,0.627728,0
2,Kmeans,0.52243,0
2,Kmeans,0.395882,0
2,Kmeans,0.321815,1
2,Kmeans,0.600067,0
2,Kmeans,0.587464,0
2,Kmeans,0.258688,0
2,Kmeans,-0.068508,1
2,Kmeans,0.487968,0
2,Kmeans,0.679897,0
2,Kmeans,0.127106,1
2,Kmeans,0.38261,0
2,Kmeans,0.602828,0
2,Kmeans,0.259229,1
2,Kmeans,0.49941,0
2,Kmeans,0.42507,0
2,Kmeans,0.320738,1
2,Kmeans,0.681808,0
2,Kmeans,0.682529,0
2,Kmeans,0.5611,0
2,Kmeans,0.454987,0
2,Kmeans,-0.138851,1
2,Kmeans,0.652412,0
2,Kmeans,0.144179,0
2,Kmeans,0.35444,1
2,Kmeans,0.571242,0
2,Kmeans,0.696646,0
2,Kmeans,0.569007,0
2,Kmeans,0.364014,1
2,Kmeans,0.146106,1
2,Kmeans,0.141368,1
2,Kmeans,0.033833,1
2,Kmeans,0.238519,1
2,Kmeans,0.665342,0
2,Kmeans,0.248704,1
2,Kmeans,0.252871,1
2,Kmeans,0.428014,0
2,Kmeans,0.626235,0
2,Kmeans,0.268855,1
2,Kmeans,0.671933,0
2,Kmeans,0.574017,0
2,Kmeans,0.300357,1
2,Kmeans,0.487822,0
2,Kmeans,0.693081,0
2,Kmeans,-0.022684,1
2,Kmeans,0.6002,0
2,Kmeans,0.517764,0
2,Kmeans,0.686546,0
2,Kmeans,0.595747,0
2,Kmeans,0.565511,0
2,Kmeans,0.357433,0
2,Kmeans,0.645654,0
2,Kmeans,0.661409,0
2,Kmeans,0.623868,0
2,Kmeans,0.499,0
2,Kmeans,0.342724,1
2,Kmeans,0.543322,0
2,Kmeans,0.38897,0
2,Kmeans,0.337088,1
2,Kmeans,0.660092,0
2,Kmeans,0.667363,0
2,Kmeans,-0.019929,1
2,Kmeans,0.244978,1
2,Kmeans,0.394421,1
2,Kmeans,0.658103,0
2,Kmeans,0.132964,1
2,Kmeans,0.329824,1
2,Kmeans,0.709469,0
2,Kmeans,0.595021,0
2,Kmeans,0.630885,0
2,Kmeans,0.656156,0
2,Kmeans,0.143269,1
2,Kmeans,0.676644,0
2,Kmeans,0.284926,1
2,Kmeans,0.636672,0
2,Kmeans,0.46973,0
2,Kmeans,0.645486,0
2,Kmeans,-0.170229,1
2,Kmeans,-0.152191,1
2,Kmeans,0.256999,1
2,Kmeans,0.422203,1
2,Kmeans,0.213835,0
2,Kmeans,0.67541,0
2,Kmeans,0.287249,1
2,Kmeans,-0.034403,1
2,Kmeans,0.607472,0
2,Kmeans,0.180151,0
2,Kmeans,0.333997,1
2,Kmeans,-0.018039,1
2,Kmeans,-0.173574,1
2,Kmeans,-0.041164,1
2,Kmeans,0.628399,0
2,Kmeans,0.676186,0
2,Kmeans,0.182178,1
2,Kmeans,-0.0464,1
2,Kmeans,0.660061,0
2,Kmeans,0.530414,0
2,Kmeans,0.668881,0
2,Kmeans,0.256439,1
2,Kmeans,0.19347,1
2,Kmeans,-0.116397,1
2,Kmeans,0.639301,0
2,Kmeans,0.214902,0
2,Kmeans,0.392188,1
2,Kmeans,0.680535,0
2,Kmeans,0.036597,1
2,Kmeans,0.320965,0
2,Kmeans,0.257949,0
2,Kmeans,0.125946,1
2,Kmeans,0.65606,0
2,Kmeans,0.153206,1
2,Kmeans,0.643312,0
2,Kmeans,-0.07908,1
2,Kmeans,0.595596,0
2,Kmeans,0.617744,0
2,Kmeans,0.633302,0
2,Kmeans,0.223363,1
2,Kmeans,-0.136252,1
2,Kmeans,0.435783,0
2,Kmeans,0.707268,0
2,Kmeans,0.687566,0
2,Kmeans,0.582976,0
2,Kmeans,0.514249,0
2,Kmeans,0.329335,1
2,Kmeans,0.642529,0
2,Kmeans,0.662968,0
2,Kmeans,0.620839,0
2,Kmeans,0.150345,0
2,Kmeans,0.323549,0
2,Kmeans,0.650196,0
2,Kmeans,0.415506,1
2,Kmeans,0.367846,1
2,Kmeans,0.682138,0
2,Kmeans,-0.051254,1
2,Kmeans,0.641855,0
2,Kmeans,0.659138,0
2,Kmeans,0.5939,0
2,Kmeans,0.625295,0
2,Kmeans,0.602094,0
2,Kmeans,0.700901,0
2,Kmeans,0.631563,0
2,Kmeans,0.506462,0
2,Kmeans,0.658855,0
2,Kmeans,0.653837,0
2,Kmeans,0.497724,0
2,Kmeans,-0.080345,1
2,Kmeans,0.684255,0
2,Kmeans,0.278348,0
2,Kmeans,-0.141371,1
2,Kmeans,0.401482,1
2,Kmeans,0.682517,0
2,Kmeans,0.671195,0
2,Kmeans,0.630017,0
2,Kmeans,0.539225,0
2,Kmeans,0.212087,1
2,Kmeans,0.308809,0
2,Kmeans,0.59288,0
2,Kmeans,0.63809,0
2,Kmeans,0.608451,0
2,Kmeans,0.571256,0
2,Kmeans,0.68849,0
2,Kmeans,0.322945,0
2,Kmeans,0.659627,0
2,Kmeans,0.664731,0
2,Kmeans,0.629954,0
2,Kmeans,0.287639,1
2,Kmeans,0.375319,1
2,Kmeans,0.357237,1
2,Kmeans,0.474339,0
2,Kmeans,0.679509,0
2,Kmeans,0.592467,0
2,Kmeans,0.18309,0
2,Kmeans,0.561036,0
2,Kmeans,0.659054,0
2,Kmeans,0.200945,1
2,Kmeans,0.676123,0
2,Kmeans,0.275093,1
2,Kmeans,0.519539,0
2,Kmeans,0.646262,0
2,Kmeans,0.392147,0
2,Kmeans,0.013345,1
2,Kmeans,0.679456,0
2,Kmeans,-0.047576,1
2,Kmeans,0.679498,0
2,Kmeans,0.669964,0
2,Kmeans,0.301089,1
2,Kmeans,0.622304,0
2,Kmeans,0.414683,1
2,Kmeans,0.327415,1
2,Kmeans,0.492172,0
2,Kmeans,0.47172,0
2,Kmeans,0.630394,0
2,Kmeans,0.447529,0
2,Kmeans,-0.08762,1
2,Kmeans,0.211416,1
2,Kmeans,0.668249,0
2,Kmeans,0.680694,0
2,Kmeans,0.249853,0
2,Kmeans,0.519979,0
2,Kmeans,0.675872,0
2,Kmeans,0.667367,0
2,Kmeans,0.54133,0
2,Kmeans,0.670837,0
2,Kmeans,0.466643,0
2,Kmeans,0.589002,0
2,Kmeans,0.64571,0
2,Kmeans,0.297172,1
2,Kmeans,-0.127166,1
2,Kmeans,0.59575,0
2,Kmeans,0.060829,1
2,Kmeans,0.582597,0
2,Kmeans,0.299151,1
2,Kmeans,0.210914,1
2,Kmeans,0.336922,1
2,Kmeans,0.704781,0
2,Kmeans,0.361708,0
2,Kmeans,0.575111,0
2,Kmeans,0.598946,0
2,Kmeans,0.683526,0
2,Kmeans,0.280469,1
2,Kmeans,0.628758,0
2,Kmeans,0.667338,0
2,Kmeans,0.403786,0
2,Kmeans,0.661682,0
2,Kmeans,0.080962,1
2,Kmeans,0.637517,0
2,Kmeans,0.661501,0
2,Kmeans,0.574626,0
2,Kmeans,0.493746,0
2,Kmeans,0.663356,0
2,Kmeans,0.298132,1
2,Kmeans,0.532653,0
2,Kmeans,0.533162,0
2,Kmeans,0.48903,0
2,Kmeans,0.65967,0
2,Kmeans,0.055867,1
2,Kmeans,0.168805,1
2,Kmeans,0.357476,1
2,Kmeans,0.694777,0
2,Kmeans,0.680217,0
2,Kmeans,-0.001441,1
2,Kmeans,0.658216,0
2,Kmeans,-0.171816,1
2,Kmeans,0.65863,0
2,Kmeans,0.633775,0
2,Kmeans,0.687294,0
2,Kmeans,0.646834,0
2,Kmeans,0.070611,1
2,Kmeans,0.289446,0
2,Kmeans,0.686755,0
2,Kmeans,0.656695,0
2,Kmeans,0.492542,0
2,Kmeans,0.556475,0
2,Kmeans,0.685913,0
2,Kmeans,0.649004,0
2,Kmeans,0.599573,0
2,Kmeans,0.381641,1
2,Kmeans,0.577182,0
2,Kmeans,0.623468,0
2,Kmeans,0.622153,0
2,Kmeans,0.635393,0
2,Kmeans,0.270593,0
2,Kmeans,0.594903,0
2,Kmeans,0.300852,1
2,Kmeans,0.19061,1
2,Kmeans,0.335625,1
2,Kmeans,0.357048,0
2,Kmeans,0.657989,0
2,Kmeans,0.235107,1
2,Kmeans,0.670405,0
2,Kmeans,0.652862,0
2,Kmeans,0.271248,1
2,Kmeans,0.47429,0
2,Kmeans,0.008746,1
2,Kmeans,0.283009,1
2,Kmeans,0.679881,0
2,Kmeans,0.646475,0
2,Kmeans,0.668477,0
2,Kmeans,0.668904,0
2,Kmeans,0.675716,0
2,Kmeans,0.569749,0
2,Kmeans,0.696993,0
2,Kmeans,0.134192,0
2,Kmeans,0.680175,0
2,Kmeans,-0.083673,1
2,Kmeans,0.458564,0
2,Kmeans,0.445882,0
2,Kmeans,0.301383,0
2,Kmeans,0.272704,0
2,Kmeans,0.597822,0
2,Kmeans,0.628792,0
2,Kmeans,0.592284,0
2,Kmeans,0.256806,0
2,Kmeans,0.576724,0
2,Kmeans,-0.12843,1
2,Kmeans,0.063023,1
2,Kmeans,0.602888,0
2,Kmeans,0.290214,1
2,Kmeans,-0.088135,1
2,Kmeans,0.620181,0
2,Kmeans,0.484139,0
2,Kmeans,0.064727,1
2,Kmeans,0.602696,0
2,Kmeans,0.647664,0
2,Kmeans,0.225947,1
2,Kmeans,-0.169015,1
2,Kmeans,0.664347,0
2,Kmeans,0.660608,0
2,Kmeans,0.664931,0
2,Kmeans,0.226166,1
2,Kmeans,0.640988,0
2,Kmeans,0.648516,0
2,Kmeans,0.585025,0
2,Kmeans,0.567681,0
2,Kmeans,0.399543,0
2,Kmeans,0.217989,1
2,Kmeans,0.10265,1
2,Kmeans,0.658608,0
2,Kmeans,0.567297,0
2,Kmeans,0.241512,1
2,Kmeans,0.604466,0
2,Kmeans,0.40867,1
2,Kmeans,0.423054,0
2,Kmeans,0.650751,0
2,Kmeans,0.686897,0
2,Kmeans,-0.012366,1
2,Kmeans,0.371985,1
2,Kmeans,-0.133017,1
2,Kmeans,0.375479,1
2,Kmeans,0.675607,0
2,Kmeans,0.671543,0
2,Kmeans,0.587489,0
2,Kmeans,0.621593,0
2,Kmeans,0.707904,0
2,Kmeans,0.682188,0
2,Kmeans,0.279411,1
2,Kmeans,0.559812,0
2,Kmeans,0.647456,0
2,Kmeans,0.304149,1
2,Kmeans,0.206947,1
2,Kmeans,0.638506,0
2,Kmeans,0.366595,0
2,Kmeans,-0.170196,1
2,Kmeans,0.143668,1
2,Kmeans,0.619211,0
2,Kmeans,0.312984,1
2,Kmeans,0.258911,1
2,Kmeans,0.665406,0
2,Kmeans,0.34122,1
2,Kmeans,0.691298,0
2,Kmeans,-0.006976,1
2,Kmeans,0.679215,0
2,Kmeans,-0.006846,1
2,Kmeans,0.663679,0
2,Kmeans,-0.166328,1
2,Kmeans,0.032732,1
2,Kmeans,0.287128,0
2,Kmeans,-0.002852,1
2,Kmeans,0.617566,0
2,Kmeans,0.375757,1
2,Kmeans,0.695156,0
2,Kmeans,0.613602,0
2,Kmeans,0.69316,0
2,Kmeans,0.157361,1
2,Kmeans,-0.136274,1
2,Kmeans,0.20683,1
2,Kmeans,0.432943,0
2,Kmeans,0.66979,0
2,Kmeans,0.398293,1
2,Kmeans,0.667971,0
2,Kmeans,0.649018,0
2,Kmeans,0.278887,1
2,Kmeans,0.361321,0
2,Kmeans,0.609445,0
2,Kmeans,0.614366,0
2,Kmeans,0.388719,1
2,Kmeans,0.64432,0
2,Kmeans,0.397722,0
2,Kmeans,0.171538,1
2,Kmeans,0.174221,1
2,Kmeans,0.645598,0
2,Kmeans,0.557788,0
2,Kmeans,0.633732,0
2,Kmeans,0.278429,1
2,Kmeans,0.684215,0
2,Kmeans,0.054977,1
2,Kmeans,0.632894,0
2,Kmeans,0.633185,0
2,Kmeans,-0.054137,1
2,Kmeans,0.375874,1
2,Kmeans,0.676505,0
2,Kmeans,0.674803,0
2,Kmeans,0.660199,0
2,Kmeans,0.686249,0
2,Kmeans,0.690833,0
2,Kmeans,0.454959,0
2,Kmeans,0.30274,1
2,Kmeans,0.596425,0
2,Kmeans,0.671487,0
2,Kmeans,0.675391,0
2,Kmeans,0.300632,1
2,Kmeans,0.248993,1
2,Kmeans,0.143369,1
2,Kmeans,0.62275,0
2,Kmeans,0.505597,0
2,Kmeans,0.071116,1
2,Kmeans,0.205281,1
2,Kmeans,-0.186904,1
2,Kmeans,0.633082,0
2,Kmeans,0.677579,0
2,Kmeans,0.675249,0
2,Kmeans,-0.148421,1
2,Kmeans,0.515056,0
2,Kmeans,0.686365,0
2,Kmeans,0.183151,1
2,Kmeans,0.660032,0
2,Kmeans,0.295581,0
2,Kmeans,0.641967,0
2,Kmeans,0.303584,1
2,Kmeans,0.65492,0
2,Kmeans,0.242466,1
2,Kmeans,0.307566,1
2,Kmeans,-0.049148,1
2,Kmeans,0.68764,0
2,Kmeans,0.638467,0
2,Kmeans,0.326975,1
2,Kmeans,0.700197,0
2,Kmeans,0.631579,0
2,Kmeans,0.126492,1
2,Kmeans,0.327269,1
2,Kmeans,0.36637,1
2,Kmeans,-0.107217,1
2,Kmeans,0.289266,1
2,Kmeans,0.671347,0
2,Kmeans,-0.072256,1
2,Kmeans,0.390802,0
2,Kmeans,-0.026314,1
2,Kmeans,0.682842,0
2,Kmeans,0.073075,1
2,Kmeans,0.25451,0
2,Kmeans,0.581696,0
2,Kmeans,0.386414,1
2,Kmeans,0.66515,0
2,Kmeans,0.699223,0
2,Kmeans,0.630366,0
2,Kmeans,0.640361,0
2,Kmeans,0.323999,1
2,Kmeans,0.676174,0
2,Kmeans,0.657946,0
2,Kmeans,0.003348,1
2,Kmeans,-0.149154,1
2,Kmeans,0.630524,0
2,Kmeans,0.379835,1
2,Kmeans,0.590202,0
2,Kmeans,0.680633,0
2,Kmeans,0.677593,0
2,Kmeans,0.698159,0
2,Kmeans,0.251549,0
2,Kmeans,0.438046,0
2,Kmeans,0.470505,0
2,Kmeans,0.700747,0
2,Kmeans,0.674552,0
2,Kmeans,0.514023,0
2,Kmeans,0.553013,0
2,Kmeans,0.021843,1
2,Kmeans,-0.056946,1
2,Kmeans,0.408928,1
2,Kmeans,0.159041,1
2,Kmeans,0.65374,0
2,Kmeans,0.158329,1
2,Kmeans,0.66166,0
2,Kmeans,0.265034,0
2,Kmeans,0.282068,1
2,Kmeans,0.703306,0
2,Kmeans,0.518051,0
2,Kmeans,-0.102333,1
2,Kmeans,0.385306,1
2,Kmeans,0.605199,0
2,Kmeans,0.686227,0
2,Kmeans,0.396053,0
2,Kmeans,0.379833,0
2,Kmeans,0.689509,0
2,Kmeans,0.094555,1
2,Kmeans,0.087453,1
2,Kmeans,-0.137271,1
2,Kmeans,-0.073514,1
2,Kmeans,0.003119,1
2,Kmeans,0.276573,1
2,Kmeans,0.179034,0
2,Kmeans,0.264768,0
2,Kmeans,0.67303,0
2,Kmeans,0.201151,0
2,Kmeans,0.682216,0
2,Kmeans,0.317163,1
2,Kmeans,0.693002,0
2,Kmeans,0.643653,0
2,Kmeans,0.63548,0
2,Kmeans,0.262027,0
2,Kmeans,0.200065,0
2,Kmeans,0.249648,1
2,Kmeans,0.569097,0
2,Kmeans,0.689216,0
2,Kmeans,0.339942,0
2,Kmeans,-0.010895,1
2,Kmeans,0.681466,0
2,Kmeans,0.672698,0
2,Kmeans,0.698621,0
2,Kmeans,0.24457,1
2,Kmeans,0.691343,0
2,Kmeans,0.598598,0
2,Kmeans,0.331983,0
2,Kmeans,0.573753,0
2,Kmeans,0.669499,0
2,Kmeans,0.674968,0
2,Kmeans,0.409657,0
2,Kmeans,0.344814,1
