k,type,score,label
2,Kmeans,0.507566,0
2,Kmeans,0.267549,1
2,Kmeans,0.307444,1
2,Kmeans,0.578151,0
2,Kmeans,-0.120854,1
2,Kmeans,0.563521,0
2,Kmeans,0.641927,0
2,Kmeans,0.546017,0
2,Kmeans,0.07817,1
2,Kmeans,-0.13803,1
2,Kmeans,0.264683,0
2,Kmeans,0.157133,1
2,Kmeans,0.437143,0
2,Kmeans,0.545042,0
2,Kmeans,0.563396,0
2,Kmeans,0.661869,0
2,Kmeans,0.590713,0
2,Kmeans,0.518545,0
2,Kmeans,0.256305,0
2,Kmeans,0.575984,0
2,Kmeans,0.52558,0
2,Kmeans,0.307282,1
2,Kmeans,0.229254,1
2,Kmeans,0.615546,0
2,Kmeans,0.27636,1
2,Kmeans,-0.123474,1
2,Kmeans,0.596205,0
2,Kmeans,0.559665,0
2,Kmeans,0.440881,0
2,Kmeans,0.56398,0
2,Kmeans,0.58434,0
2,Kmeans,0.110807,1
2,Kmeans,0.542658,0
2,Kmeans,0.510171,0
2,Kmeans,0.292971,1
2,Kmeans,0.565927,0
2,Kmeans,0.420136,1
2,Kmeans,0.601922,0
2,Kmeans,0.599847,0
2,Kmeans,0.10985,1
2,Kmeans,0.653279,0
2,Kmeans,0.440965,0
2,Kmeans,0.160952,1
2,Kmeans,0.538021,0
2,Kmeans,0.61162,0
2,Kmeans,0.331201,1
2,Kmeans,0.640925,0
2,Kmeans,0.354147,1
2,Kmeans,0.537204,0
2,Kmeans,0.579663,0
2,Kmeans,0.379449,1
2,Kmeans,0.581998,0
2,Kmeans,0.20225,1
2,Kmeans,0.296983,1
2,Kmeans,0.50508,0
2,Kmeans,0.311261,1
2,Kmeans,0.115114,1
2,Kmeans,0.606166,0
2,Kmeans,0.347626,0
2,Kmeans,0.506063,0
2,Kmeans,0.365158,0
2,Kmeans,0.566265,0
2,Kmeans,0.64542,0
2,Kmeans,0.631284,0
2,Kmeans,0.623418,0
2,Kmeans,0.63886,0
2,Kmeans,0.572561,0
2,Kmeans,0.066426,1
2,Kmeans,0.375863,1
2,Kmeans,-0.108078,1
2,Kmeans,0.386063,0
2,Kmeans,0.218247,1
2,Kmeans,0.222745,0
2,Kmeans,0.253458,1
2,Kmeans,0.281237,0
2,Kmeans,0.057542,1
2,Kmeans,0.592508,0
2,Kmeans,0.497262,0
2,Kmeans,0.352236,0
2,Kmeans,0.32723,1
2,Kmeans,0.141613,1
2,Kmeans,0.599951,0
2,Kmeans,0.260435,1
2,Kmeans,0.316768,0
2,Kmeans,0.264828,1
2,Kmeans,0.617912,0
2,Kmeans,0.652412,0
2,Kmeans,0.548794,0
2,Kmeans,0.482945,0
2,Kmeans,0.532401,0
2,Kmeans,0.603576,0
2,Kmeans,0.320292,1
2,Kmeans,0.5909,0
2,Kmeans,0.625348,0
2,Kmeans,0.519541,0
2,Kmeans,0.244436,1
2,Kmeans,0.23825,0
2,Kmeans,0.604381,0
2,Kmeans,0.226234,1
2,Kmeans,0.076186,1
2,Kmeans,0.221468,1
2,Kmeans,0.1908,1
2,Kmeans,0.645179,0
2,Kmeans,0.281969,1
2,Kmeans,0.422431,1
2,Kmeans,0.351059,1
2,Kmeans,0.251089,0
2,Kmeans,0.565577,0
2,Kmeans,-0.171594,1
2,Kmeans,0.15752,1
2,Kmeans,0.301054,0
2,Kmeans,0.49178,0
2,Kmeans,0.127672,1
2,Kmeans,0.270681,1
2,Kmeans,0.298828,1
2,Kmeans,0.608048,0
2,Kmeans,0.315739,1
2,Kmeans,0.263392,1
2,Kmeans,0.581408,0
2,Kmeans,0.577049,0
2,Kmeans,0.454222,0
2,Kmeans,0.159148,1
2,Kmeans,0.333382,1
2,Kmeans,0.430614,0
2,Kmeans,0.20414,1
2,Kmeans,0.524506,0
2,Kmeans,0.454942,0
2,Kmeans,0.494563,0
2,Kmeans,0.241743,1
2,Kmeans,0.311402,1
2,Kmeans,0.255661,0
2,Kmeans,0.331311,1
2,Kmeans,0.071428,1
2,Kmeans,0.620987,0
2,Kmeans,0.624719,0
2,Kmeans,0.620082,0
2,Kmeans,0.454045,0
2,Kmeans,0.65058,0
2,Kmeans,0.292946,1
2,Kmeans,0.049381,1
2,Kmeans,0.567529,0
2,Kmeans,0.62656,0
2,Kmeans,0.581055,0
2,Kmeans,0.569525,0
2,Kmeans,-0.085887,1
2,Kmeans,0.577939,0
2,Kmeans,0.054972,1
2,Kmeans,0.219238,1
2,Kmeans,0.55125,0
2,Kmeans,0.53105,0
2,Kmeans,0.181612,1
2,Kmeans,0.587037,0
2,Kmeans,0.271791,1
2,Kmeans,0.614178,0
2,Kmeans,0.574748,0
2,Kmeans,0.612887,0
2,Kmeans,0.645922,0
2,Kmeans,0.53214,0
2,Kmeans,0.327145,1
2,Kmeans,0.627932,0
2,Kmeans,0.480819,0
2,Kmeans,0.483059,0
2,Kmeans,-0.057552,1
2,Kmeans,0.543705,0
2,Kmeans,0.59993,0
2,Kmeans,0.231521,0
2,Kmeans,0.201044,0
2,Kmeans,0.557456,0
2,Kmeans,0.015299,1
2,Kmeans,0.319924,1
2,Kmeans,0.275051,1
2,Kmeans,0.611866,0
2,Kmeans,0.364002,1
2,Kmeans,0.598988,0
2,Kmeans,0.581518,0
2,Kmeans,0.30219,1
2,Kmeans,0.630272,0
2,Kmeans,0.540668,0
2,Kmeans,0.598838,0
2,Kmeans,0.309785,1
2,Kmeans,0.352747,1
2,Kmeans,0.566687,0
2,Kmeans,0.169061,1
2,Kmeans,0.199107,1
2,Kmeans,0.420513,1
2,Kmeans,0.154815,1
2,Kmeans,0.551409,0
2,Kmeans,0.626036,0
2,Kmeans,0.573105,0
2,Kmeans,0.182992,0
2,Kmeans,0.30392,1
2,Kmeans,0.639106,0
2,Kmeans,0.345557,1
2,Kmeans,0.296325,1
2,Kmeans,0.284938,1
2,Kmeans,0.566474,0
2,Kmeans,0.616144,0
2,Kmeans,-0.055978,1
2,Kmeans,0.425369,1
2,Kmeans,0.554309,0
2,Kmeans,0.646014,0
2,Kmeans,0.503281,0
2,Kmeans,0.510563,0
2,Kmeans,-0.174944,1
2,Kmeans,0.502222,0
2,Kmeans,0.350501,1
2,Kmeans,0.39034,1
2,Kmeans,0.376562,1
2,Kmeans,0.455522,0
2,Kmeans,0.286232,1
2,Kmeans,0.295991,0
2,Kmeans,0.622767,0
2,Kmeans,0.238111,0
2,Kmeans,0.650435,0
2,Kmeans,0.269153,1
2,Kmeans,0.192045,1
2,Kmeans,0.35781,1
2,Kmeans,0.280403,1
2,Kmeans,0.462591,0
2,Kmeans,0.408633,0
2,Kmeans,0.124427,1
2,Kmeans,0.550136,0
2,Kmeans,0.259342,1
2,Kmeans,0.36452,1
2,Kmeans,0.187691,1
2,Kmeans,0.611823,0
2,Kmeans,0.608236,0
2,Kmeans,-0.031301,1
2,Kmeans,0.243927,1
2,Kmeans,0.311068,1
2,Kmeans,0.575076,0
2,Kmeans,0.118508,1
2,Kmeans,0.290046,1
2,Kmeans,0.496811,0
2,Kmeans,0.461531,0
2,Kmeans,0.395933,0
2,Kmeans,0.652746,0
2,Kmeans,0.218388,1
2,Kmeans,0.019714,1
2,Kmeans,0.527951,0
2,Kmeans,0.475921,0
2,Kmeans,0.296162,1
2,Kmeans,0.536167,0
2,Kmeans,-0.055363,1
2,Kmeans,0.198067,1
2,Kmeans,0.63967,0
2,Kmeans,0.299621,1
2,Kmeans,0.573299,0
2,Kmeans,0.325332,1
2,Kmeans,0.340422,0
2,Kmeans,0.237046,1
2,Kmeans,0.307112,0
2,Kmeans,0.238747,1
2,Kmeans,0.258983,1
2,Kmeans,0.356012,1
2,Kmeans,0.382365,1
2,Kmeans,0.554716,0
2,Kmeans,0.575594,0
2,Kmeans,0.624466,0
2,Kmeans,0.361138,1
2,Kmeans,0.13883,1
2,Kmeans,0.560884,0
2,Kmeans,0.271935,0
2,Kmeans,0.599387,0
2,Kmeans,0.496171,0
2,Kmeans,0.621582,0
2,Kmeans,0.623811,0
2,Kmeans,0.19377,0
2,Kmeans,0.116203,1
2,Kmeans,0.555037,0
2,Kmeans,0.504587,0
2,Kmeans,0.648862,0
2,Kmeans,0.636788,0
2,Kmeans,0.64055,0
2,Kmeans,0.629039,0
2,Kmeans,0.60912,0
2,Kmeans,0.238264,1
2,Kmeans,0.237359,1
2,Kmeans,0.257754,1
2,Kmeans,0.616563,0
2,Kmeans,0.441654,0
2,Kmeans,-0.18638,1
2,Kmeans,0.511432,0
2,Kmeans,0.237385,1
2,Kmeans,0.578878,0
2,Kmeans,0.293496,1
2,Kmeans,-0.052786,1
2,Kmeans,0.293019,0
2,Kmeans,0.615402,0
2,Kmeans,0.36062,1
2,Kmeans,0.59942,0
2,Kmeans,0.257894,1
2,Kmeans,0.560521,0
2,Kmeans,0.523354,0
2,Kmeans,0.606451,0
2,Kmeans,0.571996,0
2,Kmeans,0.133655,1
2,Kmeans,-0.127139,1
2,Kmeans,0.270311,1
2,Kmeans,0.625859,0
2,Kmeans,0.621673,0
2,Kmeans,0.572126,0
2,Kmeans,0.391489,0
2,Kmeans,0.607062,0
2,Kmeans,0.343023,1
2,Kmeans,0.560404,0
2,Kmeans,0.55953,0
2,Kmeans,0.089373,1
2,Kmeans,0.636671,0
2,Kmeans,0.577241,0
2,Kmeans,0.49828,0
2,Kmeans,0.472447,0
2,Kmeans,0.625132,0
2,Kmeans,0.583607,0
2,Kmeans,0.610467,0
2,Kmeans,0.637781,0
2,Kmeans,0.356752,1
2,Kmeans,0.573902,0
2,Kmeans,0.230172,1
2,Kmeans,0.595959,0
2,Kmeans,0.238569,1
2,Kmeans,0.193197,1
2,Kmeans,0.619264,0
2,Kmeans,0.623047,0
2,Kmeans,0.419674,0
2,Kmeans,0.579803,0
2,Kmeans,0.553871,0
2,Kmeans,0.410204,0
2,Kmeans,0.549031,0
2,Kmeans,0.471595,0
2,Kmeans,0.660544,0
2,Kmeans,0.621053,0
2,Kmeans,0.56658,0
2,Kmeans,0.311191,1
2,Kmeans,0.304499,1
2,Kmeans,0.586155,0
2,Kmeans,0.34343,1
2,Kmeans,0.245406,1
2,Kmeans,0.355267,1
2,Kmeans,0.559638,0
2,Kmeans,0.209414,1
2,Kmeans,0.609014,0
2,Kmeans,0.288373,1
2,Kmeans,0.230837,1
2,Kmeans,-0.003201,1
2,Kmeans,0.314717,1
2,Kmeans,0.577648,0
2,Kmeans,0.5938,0
2,Kmeans,0.246668,1
2,Kmeans,0.644229,0
2,Kmeans,0.595769,0
2,Kmeans,0.51346,0
2,Kmeans,0.48623,0
2,Kmeans,0.467429,0
2,Kmeans,0.592987,0
2,Kmeans,0.375331,1
2,Kmeans,0.313822,0
2,Kmeans,0.246768,1
2,Kmeans,0.403902,0
2,Kmeans,0.578504,0
2,Kmeans,0.627378,0
2,Kmeans,0.574722,0
2,Kmeans,0.2322,1
2,Kmeans,0.608535,0
2,Kmeans,0.582614,0
2,Kmeans,0.51965,0
2,Kmeans,0.542159,0
2,Kmeans,0.249713,1
2,Kmeans,0.645737,0
2,Kmeans,0.640581,0
2,Kmeans,0.231026,1
2,Kmeans,0.213415,1
2,Kmeans,0.609131,0
2,Kmeans,0.351857,0
2,Kmeans,0.63643,0
2,Kmeans,0.568869,0
2,Kmeans,0.600439,0
2,Kmeans,0.607686,0
2,Kmeans,0.600011,0
2,Kmeans,0.285593,1
2,Kmeans,0.383044,1
2,Kmeans,0.599491,0
2,Kmeans,0.592263,0
2,Kmeans,0.540556,0
2,Kmeans,0.387379,1
2,Kmeans,0.577661,0
2,Kmeans,0.650481,0
2,Kmeans,0.330461,1
2,Kmeans,0.658038,0
2,Kmeans,0.53898,0
2,Kmeans,-0.096671,1
2,Kmeans,0.307849,1
2,Kmeans,0.250108,1
2,Kmeans,0.246329,1
2,Kmeans,0.62032,0
2,Kmeans,-0.076323,1
2,Kmeans,0.265824,0
2,Kmeans,0.501307,0
2,Kmeans,0.241116,1
2,Kmeans,0.325912,0
2,Kmeans,0.316117,1
2,Kmeans,0.26477,1
2,Kmeans,0.579721,0
2,Kmeans,-0.181901,1
2,Kmeans,0.227962,1
2,Kmeans,0.300991,1
2,Kmeans,0.594561,0
2,Kmeans,0.575104,0
2,Kmeans,0.267255,1
2,Kmeans,0.576813,0
2,Kmeans,-0.058798,1
2,Kmeans,0.046047,1
2,Kmeans,0.59496,0
2,Kmeans,0.584633,0
2,Kmeans,0.291698,1
2,Kmeans,0.412278,0
2,Kmeans,0.510282,0
2,Kmeans,0.64208,0
2,Kmeans,0.221143,1
2,Kmeans,0.436771,0
2,Kmeans,0.573083,0
2,Kmeans,0.549104,0
2,Kmeans,0.597899,0
2,Kmeans,-0.013371,1
2,Kmeans,0.555466,0
2,Kmeans,0.528379,0
2,Kmeans,0.406008,0
2,Kmeans,0.311461,1
2,Kmeans,0.597332,0
2,Kmeans,0.614948,0
2,Kmeans,0.628472,0
2,Kmeans,0.632119,0
2,Kmeans,-0.113194,1
2,Kmeans,0.566935,0
2,Kmeans,0.598128,0
2,Kmeans,0.601792,0
2,Kmeans,0.624136,0
2,Kmeans,0.162469,1
2,Kmeans,0.364531,1
2,Kmeans,0.590417,0
2,Kmeans,0.138861,1
2,Kmeans,0.137954,1
2,Kmeans,0.664964,0
2,Kmeans,0.621475,0
2,Kmeans,0.311394,1
2,Kmeans,0.199471,1
2,Kmeans,0.243772,0
2,Kmeans,0.648001,0
2,Kmeans,0.637148,0
2,Kmeans,0.555411,0
2,Kmeans,0.641491,0
2,Kmeans,0.255848,1
2,Kmeans,0.256489,1
2,Kmeans,0.541903,0
2,Kmeans,0.288886,1
2,Kmeans,0.622508,0
2,Kmeans,0.326705,1
2,Kmeans,0.51111,0
2,Kmeans,0.360491,0
2,Kmeans,0.194662,1
2,Kmeans,0.346437,1
2,Kmeans,0.257039,1
2,Kmeans,0.608349,0
2,Kmeans,-0.094175,1
2,Kmeans,0.470538,0
2,Kmeans,0.589972,0
2,Kmeans,0.574048,0
2,Kmeans,0.308233,1
2,Kmeans,0.399597,1
2,Kmeans,0.29121,1
2,Kmeans,0.580024,0
2,Kmeans,0.579802,0
2,Kmeans,0.622452,0
2,Kmeans,0.568611,0
2,Kmeans,0.483642,0
2,Kmeans,0.577699,0
2,Kmeans,0.424734,0
2,Kmeans,-0.075765,1
2,Kmeans,0.564337,0
2,Kmeans,0.625304,0
2,Kmeans,0.594402,0
2,Kmeans,0.305668,1
2,Kmeans,0.270128,1
2,Kmeans,0.502118,0
2,Kmeans,0.285671,1
2,Kmeans,0.126977,1
2,Kmeans,0.240225,1
2,Kmeans,0.365583,1
2,Kmeans,0.415235,0
2,Kmeans,0.636958,0
2,Kmeans,0.393859,1
2,Kmeans,0.600219,0
2,Kmeans,0.281258,0
2,Kmeans,0.607341,0
2,Kmeans,0.63506,0
2,Kmeans,0.148411,1
2,Kmeans,0.140816,1
2,Kmeans,0.295346,1
2,Kmeans,0.290557,1
2,Kmeans,0.632378,0
2,Kmeans,0.644776,0
2,Kmeans,0.026791,1
2,Kmeans,0.43339,0
2,Kmeans,0.217865,1
2,Kmeans,0.24989,1
2,Kmeans,0.585023,0
2,Kmeans,0.586231,0
2,Kmeans,0.54112,0
2,Kmeans,0.570147,0
2,Kmeans,0.404127,1
2,Kmeans,0.125881,1
2,Kmeans,0.565688,0
2,Kmeans,-0.121852,1
2,Kmeans,0.657975,0
2,Kmeans,0.524988,0
2,Kmeans,0.084377,1
2,Kmeans,-0.090119,1
2,Kmeans,0.362651,1
2,Kmeans,0.569326,0
2,Kmeans,0.285713,0
2,Kmeans,0.291415,0
2,Kmeans,0.315185,1
2,Kmeans,0.374728,1
2,Kmeans,0.231104,1
2,Kmeans,0.64904,0
2,Kmeans,0.116267,1
2,Kmeans,0.578164,0
2,Kmeans,0.403782,1
2,Kmeans,0.654163,0
2,Kmeans,0.576945,0
2,Kmeans,0.114254,1
2,Kmeans,0.604139,0
2,Kmeans,0.222436,1
2,Kmeans,0.571793,0
2,Kmeans,0.548551,0
2,Kmeans,-0.046531,1
2,Kmeans,0.613103,0
2,Kmeans,0.486494,0
2,Kmeans,0.585427,0
2,Kmeans,0.310186,0
2,Kmeans,0.607741,0
2,Kmeans,0.612397,0
2,Kmeans,0.425048,0
2,Kmeans,0.333791,1
2,Kmeans,0.408889,0
2,Kmeans,0.506169,0
2,Kmeans,0.584398,0
2,Kmeans,0.532529,0
2,Kmeans,0.374771,1
2,Kmeans,0.358269,0
2,Kmeans,0.512674,0
2,Kmeans,-0.043305,1
2,Kmeans,0.485581,0
2,Kmeans,0.306622,1
2,Kmeans,0.503909,0
2,Kmeans,0.278608,0
2,Kmeans,0.278104,1
2,Kmeans,0.089994,1
2,Kmeans,0.17976,0
2,Kmeans,0.384812,1
2,Kmeans,0.25456,1
2,Kmeans,0.431182,0
2,Kmeans,0.515445,0
2,Kmeans,0.626967,0
2,Kmeans,0.227982,1
2,Kmeans,0.569908,0
2,Kmeans,0.595767,0
2,Kmeans,0.5904,0
2,Kmeans,0.4734,0
2,Kmeans,0.363063,1
2,Kmeans,0.61801,0
2,Kmeans,0.186272,1
2,Kmeans,0.122465,1
2,Kmeans,0.505047,0
2,Kmeans,0.315888,1
2,Kmeans,0.597235,0
2,Kmeans,0.339977,1
2,Kmeans,0.338158,1
2,Kmeans,0.297268,1
2,Kmeans,0.409831,1
2,Kmeans,0.637313,0
2,Kmeans,0.601539,0
2,Kmeans,0.537206,0
2,Kmeans,0.262156,1
2,Kmeans,0.559947,0
2,Kmeans,0.383244,1
2,Kmeans,0.608348,0
2,Kmeans,0.374449,1
2,Kmeans,0.482716,0
2,Kmeans,0.300468,0
2,Kmeans,-0.03355,1
2,Kmeans,0.651339,0
2,Kmeans,0.246677,0
2,Kmeans,0.261103,1
2,Kmeans,0.432757,0
2,Kmeans,0.131963,1
2,Kmeans,0.64395,0
2,Kmeans,0.623654,0
2,Kmeans,0.589779,0
2,Kmeans,0.117011,1
2,Kmeans,0.259676,1
2,Kmeans,0.355737,1
2,Kmeans,0.155753,1
2,Kmeans,0.098028,1
2,Kmeans,0.306077,1
2,Kmeans,0.657211,0
2,Kmeans,0.214491,1
2,Kmeans,0.646675,0
2,Kmeans,0.485016,0
2,Kmeans,0.288026,1
2,Kmeans,0.351811,0
2,Kmeans,0.269334,1
2,Kmeans,-0.00843,1
2,Kmeans,0.30501,0
2,Kmeans,0.360542,1
2,Kmeans,0.367877,1
2,Kmeans,0.407302,0
2,Kmeans,0.496262,0
2,Kmeans,0.362051,1
2,Kmeans,0.215412,1
2,Kmeans,0.229351,1
2,Kmeans,-0.160338,1
2,Kmeans,0.646863,0
2,Kmeans,0.602504,0
2,Kmeans,0.230394,1
2,Kmeans,0.007393,1
2,Kmeans,0.091157,1
2,Kmeans,0.251654,1
2,Kmeans,0.310099,1
2,Kmeans,0.254735,1
2,Kmeans,0.178875,1
2,Kmeans,-0.036543,1
2,Kmeans,0.284731,1
2,Kmeans,0.576472,0
2,Kmeans,0.19858,1
2,Kmeans,0.394758,0
2,Kmeans,0.633837,0
2,Kmeans,0.215047,1
2,Kmeans,0.40972,0
2,Kmeans,-0.149066,1
2,Kmeans,0.361315,1
2,Kmeans,0.377018,0
2,Kmeans,0.087133,1
2,Kmeans,0.061634,1
2,Kmeans,0.582148,0
2,Kmeans,0.638674,0
2,Kmeans,0.452511,0
2,Kmeans,0.544746,0
2,Kmeans,0.624346,0
2,Kmeans,0.591131,0
2,Kmeans,0.175099,1
2,Kmeans,0.324396,0
2,Kmeans,0.131199,1
2,Kmeans,0.366691,1
2,Kmeans,0.249623,1
2,Kmeans,0.656219,0
2,Kmeans,0.195446,1
2,Kmeans,0.075879,1
2,Kmeans,0.560315,0
2,Kmeans,0.620102,0
2,Kmeans,0.592326,0
2,Kmeans,0.383963,0
2,Kmeans,0.609576,0
2,Kmeans,0.435618,0
2,Kmeans,0.443658,0
2,Kmeans,0.5735,0
2,Kmeans,0.168169,1
2,Kmeans,0.323633,1
2,Kmeans,0.138481,1
2,Kmeans,0.535294,0
2,Kmeans,0.334827,1
2,Kmeans,0.637923,0
2,Kmeans,0.560306,0
2,Kmeans,0.572684,0
2,Kmeans,0.595778,0
2,Kmeans,0.529717,0
2,Kmeans,0.580138,0
2,Kmeans,0.532093,0
2,Kmeans,0.603358,0
2,Kmeans,0.199615,1
2,Kmeans,0.549862,0
2,Kmeans,0.250652,1
2,Kmeans,0.51363,0
2,Kmeans,0.138212,1
2,Kmeans,0.294955,1
2,Kmeans,0.3135,1
2,Kmeans,0.493597,0
2,Kmeans,0.267609,1
2,Kmeans,0.597087,0
